"","X.2","ExperimentID","Subcondition","Dep.measure","X.1","Paper.ID","row","exclude","Entered..by","Authors","Year","Experiment.name","N.subjects","num.data.1","num.data.2","N.unique.items","N.items.per.subj","num.data.items.1","num.data.items.2","Population","L1L1..L2L1..L1L2..L2L2","Auditory.prime","Target.task","Participant.produces.or.repeats.prime","Construction.type","Language","Lexical.boost.","Confederate.dialogue.","Lag","Quoted.text.from.original.paper.indicating.prediction.of.interest","Study.design","Dep.primed","participant.se..dep.primed.","Alt.primed","participant.se..alt.primed.","Simple.effect","se.on.diff","Other.pct","beta.from.lmer","std.error.on.beta","Dep.Omnibus.mean","Alt.Omnibus.mean","ANOVA.F1","ANOVA.F2","Baseline","participant.se..baseline.","Notes","X","p.repeats.prime","ID","StudyID","YearNum","L1","Other.pct.new","Alt.primed.new","Dep.primed.new"
"99",99,"19/Hartsuiker/1998a//dative, session 2/dative","dative, session 2","DO",187,19,180,0,"AJ","Hartsuiker R.J., Kolk H.H.J.","1998a","","11&11",11,11,"27","9&9",9,9,"middle-aged controls for 12 aphasic patients","L1L1","1","PD",1,"dative","Dutch","yes","no","0","p. 224-5: ""...are Brocas susceptible to syntactic priming, and if so, are they susceptible to syntactic priming to the same extent as normal controls? A priming effect for Brocas, especially from more complex sentence structures, would support the hypothesis that priming can overcome a resource limitation.""","group (patient/control) x prime type (active/passive/baseline or DO/PO/baseline) x congruent position&animacy (yes/no; transitive only) x session (1/2/3)",0.333333333333333,"",0.285714285714286,"",0.04,"",0.225,NA,NA,NA,NA,"","",0.27,"","locative baseline for transitive, intransitive baseline for dative; congruency factor is looked at separately from priming; in session 3, Ps told to copy prime structure; proportions don't sum to 1 (""other"" is counted)","",1,"Hartsuiker/1998a//dative, session 2/DO","19/Hartsuiker/1998a/",-2,"L1L1",0.225,0.285714285714286,0.333333333333333
"100",100,"19/Hartsuiker/1998a//dative, session 2/dative","dative, session 2","PO",188,19,181,0,"AJ","Hartsuiker R.J., Kolk H.H.J.","1998a","","11&11",11,11,"27","9&9",9,9,"middle-aged controls for 12 aphasic patients","L1L1","1","PD",1,"dative","Dutch","yes","no","0","p. 224-5: ""...are Brocas susceptible to syntactic priming, and if so, are they susceptible to syntactic priming to the same extent as normal controls? A priming effect for Brocas, especially from more complex sentence structures, would support the hypothesis that priming can overcome a resource limitation.""","group (patient/control) x prime type (active/passive/baseline or DO/PO/baseline) x congruent position&animacy (yes/no; transitive only) x session (1/2/3)",0.714285714285714,"",0.666666666666667,"",0.03,"",0.225,NA,NA,NA,NA,"","",0.61,"","locative baseline for transitive, intransitive baseline for dative; congruency factor is looked at separately from priming; in session 3, Ps told to copy prime structure; proportions don't sum to 1 (""other"" is counted)","",1,"Hartsuiker/1998a//dative, session 2/PO","19/Hartsuiker/1998a/",-2,"L1L1",0.225,0.666666666666667,0.714285714285714
"101",101,"19/Hartsuiker/1998a//transitive, session 1/transitive","transitive, session 1","A",181,19,174,0,"AJ","Hartsuiker R.J., Kolk H.H.J.","1998a","","12&12",12,12,"27","9&9",9,9,"middle-aged controls for 12 aphasic patients","L1L1","1","PD",1,"transitive","Dutch","yes","no","0","p. 224-5: ""...are Brocas susceptible to syntactic priming, and if so, are they susceptible to syntactic priming to the same extent as normal controls? A priming effect for Brocas, especially from more complex sentence structures, would support the hypothesis that priming can overcome a resource limitation.""","group (patient/control) x prime type (active/passive/baseline or DO/PO/baseline) x congruent position&animacy (yes/no; transitive only) x session (1/2/3)",0.641509433962264,"",0.693548387096774,"",-0.09,"",0.425,NA,NA,NA,NA,"","",0.28,"","locative baseline for transitive, intransitive baseline for dative; congruency factor is looked at separately from priming; in session 3, Ps told to copy prime structure; proportions don't sum to 1 (""other"" is counted)","",1,"Hartsuiker/1998a//transitive, session 1/A","19/Hartsuiker/1998a/",-2,"L1L1",0.425,0.693548387096774,0.641509433962264
"102",102,"19/Hartsuiker/1998a//transitive, session 1/transitive","transitive, session 1","P",182,19,175,0,"AJ","Hartsuiker R.J., Kolk H.H.J.","1998a","","12&12",12,12,"27","9&9",9,9,"middle-aged controls for 12 aphasic patients","L1L1","1","PD",1,"transitive","Dutch","yes","no","0","p. 224-5: ""...are Brocas susceptible to syntactic priming, and if so, are they susceptible to syntactic priming to the same extent as normal controls? A priming effect for Brocas, especially from more complex sentence structures, would support the hypothesis that priming can overcome a resource limitation.""","group (patient/control) x prime type (active/passive/baseline or DO/PO/baseline) x congruent position&animacy (yes/no; transitive only) x session (1/2/3)",0.306451612903226,"",0.358490566037736,"",0,"",0.425,NA,NA,NA,NA,"","",0.22,"","locative baseline for transitive, intransitive baseline for dative; congruency factor is looked at separately from priming; in session 3, Ps told to copy prime structure; proportions don't sum to 1 (""other"" is counted)","",1,"Hartsuiker/1998a//transitive, session 1/P","19/Hartsuiker/1998a/",-2,"L1L1",0.425,0.358490566037736,0.306451612903226
"103",103,"19/Hartsuiker/1998a//transitive, session 2/transitive","transitive, session 2","A",183,19,176,0,"AJ","Hartsuiker R.J., Kolk H.H.J.","1998a","","11&11",11,11,"27","9&9",9,9,"middle-aged controls for 12 aphasic patients","L1L1","1","PD",1,"transitive","Dutch","yes","no","0","p. 224-5: ""...are Brocas susceptible to syntactic priming, and if so, are they susceptible to syntactic priming to the same extent as normal controls? A priming effect for Brocas, especially from more complex sentence structures, would support the hypothesis that priming can overcome a resource limitation.""","group (patient/control) x prime type (active/passive/baseline or DO/PO/baseline) x congruent position&animacy (yes/no; transitive only) x session (1/2/3)",0.431372549019608,"",0.55,"",-0.11,"",0.445,NA,NA,NA,NA,"","",0.22,"","locative baseline for transitive, intransitive baseline for dative; congruency factor is looked at separately from priming; in session 3, Ps told to copy prime structure; proportions don't sum to 1 (""other"" is counted)","",1,"Hartsuiker/1998a//transitive, session 2/A","19/Hartsuiker/1998a/",-2,"L1L1",0.445,0.55,0.431372549019608
"104",104,"19/Hartsuiker/1998a//transitive, session 2/transitive","transitive, session 2","P",184,19,177,0,"AJ","Hartsuiker R.J., Kolk H.H.J.","1998a","","11&11",11,11,"27","9&9",9,9,"middle-aged controls for 12 aphasic patients","L1L1","1","PD",1,"transitive","Dutch","yes","no","0","p. 224-5: ""...are Brocas susceptible to syntactic priming, and if so, are they susceptible to syntactic priming to the same extent as normal controls? A priming effect for Brocas, especially from more complex sentence structures, would support the hypothesis that priming can overcome a resource limitation.""","group (patient/control) x prime type (active/passive/baseline or DO/PO/baseline) x congruent position&animacy (yes/no; transitive only) x session (1/2/3)",0.45,"",0.568627450980392,"",-0.02,"",0.445,NA,NA,NA,NA,"","",0.23,"","locative baseline for transitive, intransitive baseline for dative; congruency factor is looked at separately from priming; in session 3, Ps told to copy prime structure; proportions don't sum to 1 (""other"" is counted)","",1,"Hartsuiker/1998a//transitive, session 2/P","19/Hartsuiker/1998a/",-2,"L1L1",0.445,0.568627450980392,0.45
"105",105,"2/Bernolet S/2009/Experiment 2: primin/active vs passive-final/transitive","active vs passive-final","A",4,2,4,0,"RF","Bernolet S., Hartsuiker R.J., Pickering M.J.","2009","Experiment 2: priming between Dutch transitives","27&27",27,27,"36?","12&12",12,12,"college students","L1L1","1","PD",0,"transitive","Dutch","yes","yes","0","p. 307, Participants tended to preserve the structure of the primes in the description of the target pictures. Therefore they produced more PP-final passives after PP-final passive primes; more PP-medial passives after PP-medial passive primes; and, importantly, more actives after active primes (in contrast to Hartsuiker&Kolk, 1998). ","prime (3) with norming for 'emphasis'",0.85,"",0.4,"",0.45,"",0.025,NA,NA,NA,NA,"","",0.15,"","alt primed = PF, baseline = PM; read proportions from graph","",0,"Bernolet S/2009/Experiment 2: primin/active vs passive-final/A","2/Bernolet S/2009/Experiment 2: primin",9,"L1L1",NA,NA,NA
"106",106,"2/Bernolet S/2009/Experiment 3: primin/active vs passive-final/transitive","active vs passive-final","A",6,2,6,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2009","Experiment 3: priming between Dutch (L1) and English (L2) transitives","33&33",33,33,"36","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"transitive","Dutch/English","yes","yes","0","","prime (3) with norming for 'emphasis'",0.67,"",0.35,"",0.32,"",0.058,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2009/Experiment 3: primin/active vs passive-final/A","2/Bernolet S/2009/Experiment 3: primin",9,"L1L2",NA,NA,NA
"107",107,"2/Bernolet S/2009/Experiment 4: primin/active vs passive-final/transitive","active vs passive-final","A",8,2,8,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2009","Experiment 4: priming between Dutch (L1) and English (L2) transitive","44&44",44,44,"48","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"transitive","Dutch/English","yes","yes","0","","prime (baseline/active/passive-final/passive-medial)",0.68,"",0.45,"",0.23,"",0.095,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2009/Experiment 4: primin/active vs passive-final/A","2/Bernolet S/2009/Experiment 4: primin",9,"L1L2",NA,NA,NA
"108",108,"2/Bernolet S/2009/Experiment 5: primin/active vs passive-medial/transitive","active vs passive-medial","A",9,2,9,0,"KM","Bernolet S., Hartsuiker R.J., Pickering M.J.","2009","Experiment 5: priming between Dutch (L1) and English (L2) transitives","44&44",44,44,"48","12&12",12,12,"Dutch L1, English L2","L1L2","1","PD",0,"transitive","Dutch/English","yes","yes","0","","prime (baseline/active/passive-medial, passive-initial)",0.75,"",0.6,"",0.15,"",0.098,NA,NA,NA,NA,"","",NA,"","","",0,"Bernolet S/2009/Experiment 5: primin/active vs passive-medial/A","2/Bernolet S/2009/Experiment 5: primin",9,"L1L2",NA,NA,NA
"109",109,"20/Hartsuiker/1999///locative","","frontal locative",194,20,187,0,"AJ","Hartsuiker R.J., Kolk H.H.J., Huiskamp P.","1999","","84&84",84,84,"12","4&4",4,4,"U of Nijmegen undergrads","L1L1","1","PD",1,"locative","Dutch","no","no","0","p. 134:  ""...we attempt to show syntactic persistence for syntactic alternatives that differ with respect to word order but not with respect to functional and hierarchical relations between constituents""","prime type (locative state/frontal locative/baseline)",0.244444444444444,"",0.172043010752688,"",0.06,"",0.085,NA,NA,NA,NA,"","",0.1,"","locative state = PP-final (A ball lies on the table); frontal locative = PP-initial (On the table lies a ball)","",1,"Hartsuiker/1999///frontal locative","20/Hartsuiker/1999/",-1,"L1L1",0.085,0.172043010752688,0.244444444444444
"110",110,"20/Hartsuiker/1999///locative","","locative state",193,20,186,0,"AJ","Hartsuiker R.J., Kolk H.H.J., Huiskamp P.","1999","","84&84",84,84,"12","4&4",4,4,"U of Nijmegen undergrads","L1L1","1","PD",1,"locative","Dutch","no","no","0","p. 134:  ""...we attempt to show syntactic persistence for syntactic alternatives that differ with respect to word order but not with respect to functional and hierarchical relations between constituents""","prime type (locative state/frontal locative/baseline)",0.827956989247312,"",0.755555555555556,"",0.09,"",0.085,NA,NA,NA,NA,"","",0.82,"","locative state = PP-final (A ball lies on the table); frontal locative = PP-initial (On the table lies a ball)","unsure on numer of items here",1,"Hartsuiker/1999///locative state","20/Hartsuiker/1999/",-1,"L1L1",0.085,0.755555555555556,0.827956989247312
"111",111,"21/Jaeger T.F/2013/Study 3/high bias, 1 cumulative/dative","high bias, 1 cumulative","PO",195,21,188,0,"AJ","Jaeger T.F., Snider N.E.","2013","Study 3","19&19",19,19,"24","10&10",10,10,"Stanford and Rochester undergrads","L1L1","1","PD",1,"dative","English","no","no","0","p. 68: ""...we predict that syntactic priming in our experiment is sensitive to both prior surprisal and adapted surprisal (i.e., surprisal based on recent experience).""","prime type (DO/PO) x prior surprisal (low PO bias/high PO bias) x adapted surprisal (blocked/alternating structures; between-subj)",0.55,"",0.47,"",0.08,"",NA,NA,NA,NA,NA,"","",NA,"","computed from raw data, supplied by Florian Jaeger","",1,"Jaeger T.F/2013/Study 3/high bias, 1 cumulative/PO","21/Jaeger T.F/2013/Study 3",13,"L1L1",NA,NA,NA
"112",112,"21/Jaeger T.F/2013/Study 3/high bias, 12 cumulative/dative","high bias, 12 cumulative","PO",196,21,188.2,0,"AJ","Jaeger T.F., Snider N.E.","2013","Study 3","26&26",26,26,"24","10&10",10,10,"Stanford and Rochester undergrads","L1L1","1","PD",1,"dative","English","no","no","0","p. 68: ""...we predict that syntactic priming in our experiment is sensitive to both prior surprisal and adapted surprisal (i.e., surprisal based on recent experience).""","prime type (DO/PO) x prior surprisal (low PO bias/high PO bias) x adapted surprisal (blocked/alternating structures; between-subj)",0.59,"",0.4,"",0.19,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Jaeger T.F/2013/Study 3/high bias, 12 cumulative/PO","21/Jaeger T.F/2013/Study 3",13,"L1L1",NA,NA,NA
"113",113,"21/Jaeger T.F/2013/Study 3/low bias, 1 cumulative/dative","low bias, 1 cumulative","PO",197,21,188.3,0,"AJ","Jaeger T.F., Snider N.E.","2013","Study 3","19&19",19,19,"24","10&10",10,10,"Stanford and Rochester undergrads","L1L1","1","PD",1,"dative","English","no","no","0","p. 68: ""...we predict that syntactic priming in our experiment is sensitive to both prior surprisal and adapted surprisal (i.e., surprisal based on recent experience).""","prime type (DO/PO) x prior surprisal (low PO bias/high PO bias) x adapted surprisal (blocked/alternating structures; between-subj)",0.56,"",0.43,"",0.13,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Jaeger T.F/2013/Study 3/low bias, 1 cumulative/PO","21/Jaeger T.F/2013/Study 3",13,"L1L1",NA,NA,NA
"114",114,"21/Jaeger T.F/2013/Study 3/low bias, 12 cumulative/dative","low bias, 12 cumulative","PO",198,21,188.4,0,"AJ","Jaeger T.F., Snider N.E.","2013","Study 3","26&26",26,26,"24","10&10",10,10,"Stanford and Rochester undergrads","L1L1","1","PD",1,"dative","English","no","no","0","p. 68: ""...we predict that syntactic priming in our experiment is sensitive to both prior surprisal and adapted surprisal (i.e., surprisal based on recent experience).""","prime type (DO/PO) x prior surprisal (low PO bias/high PO bias) x adapted surprisal (blocked/alternating structures; between-subj)",0.61,"",0.31,"",0.3,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Jaeger T.F/2013/Study 3/low bias, 12 cumulative/PO","21/Jaeger T.F/2013/Study 3",13,"L1L1",NA,NA,NA
"115",115,"25/Messenger /2011///transitive","","A",218,25,208,0,"KM","Messenger K., Branigan H.P., McLean J.F.","2011","","16&16",16,16,"24","12&12",12,12,"university Edinburgh students","L1L1","1","PD",0,"transitive","English","no","no","0","","active vs. short passive",0.970930232558204,"",0.863636363641322,"",0.08267888307,"",0.091404886565,NA,NA,NA,NA,"","",NA,"","prime is short passive and not regular passive, but same idea","",0,"Messenger /2011///A","25/Messenger /2011/",11,"L1L1",0.091404886565,0.863636363641322,0.970930232558204
"116",116,"25/Messenger /2011///transitive","","P",219,25,209,0,"KM","Messenger K., Branigan H.P., McLean J.F.","2011","","16&16",16,16,"24","12&12",12,12,"university Edinburgh students","L1L1","1","PD",0,"transitive","English","no","no","0","","active vs. short passive",0.136363636358678,"",0.0290697674417959,"",0.09882198953,"",0.091404886565,1.99,0.63,NA,NA,"","",NA,"","borrowing standard error on beta from child condition","",0,"Messenger /2011///P","25/Messenger /2011/",11,"L1L1",0.091404886565,0.0290697674417959,0.136363636358678
"117",117,"26/Messenger /2012/Experiment 1: Agent-/agent-patient/transitive","agent-patient","A",220,26,210,0,"KM","Messenger K., Branigan H.P., McLean J.F., Sorace A.","2012","Experiment 1: Agent-patient primes vs. theme-experience primes","20&20",20,20,"24","6&6",6,6,"university Edinburgh students","L1L1","1","PD",0,"transitive","English","no","no","0","","prime (2) x verb type (2)",0.911504424775004,"",0.692982456126731,"",0.2108503549,"",0.0340431696649999,NA,NA,NA,NA,"","",NA,"","estimating beta by using cross-group priming main effect, taking standard eerror from ""children only"" but it should be similar","",0,"Messenger /2012/Experiment 1: Agent-/agent-patient/A","26/Messenger /2012/Experiment 1: Agent-",12,"L1L1",0.0340431696649999,0.692982456126731,0.911504424775004
"118",118,"26/Messenger /2012/Experiment 1: Agent-/agent-patient/transitive","agent-patient","P",221,26,211,0,"KM","Messenger K., Branigan H.P., McLean J.F., Sorace A.","2012","Experiment 1: Agent-patient primes vs. theme-experience primes","20&20",20,20,"24","6&6",6,6,"university Edinburgh students","L1L1","1","PD",0,"transitive","English","no","no","0","","prime (2) x verb type (2)",0.307017543873269,"",0.0884955752249957,"",0.211140084,"",0.0340431696649999,1.99,0.33,NA,NA,"","",NA,"","","",0,"Messenger /2012/Experiment 1: Agent-/agent-patient/P","26/Messenger /2012/Experiment 1: Agent-",12,"L1L1",0.0340431696649999,0.0884955752249957,0.307017543873269
"119",119,"26/Messenger /2012/Experiment 1: Agent-/theme-experiencer/transitive","theme-experiencer","A",222,26,212,0,"KM","Messenger K., Branigan H.P., McLean J.F., Sorace A.","2012","Experiment 1: Agent-patient primes vs. theme-experience primes","20&20",20,20,"24","6&6",6,6,"university Edinburgh students","L1L1","1","PD",0,"transitive","English","no","no","0","","prime (2) x verb type (2)",0.899999999996727,"",0.75738125800775,"",0.08425925926,"",0.052652228515,NA,NA,NA,NA,"","",NA,"","","",0,"Messenger /2012/Experiment 1: Agent-/theme-experiencer/A","26/Messenger /2012/Experiment 1: Agent-",12,"L1L1",0.052652228515,0.75738125800775,0.899999999996727
